TransactionID,Transaction Date,Transaction Amount,Notes,Transaction Type,Entity,TransactionTypeID
1057,2019-12-23,-8.8,-,POS Purchase           ,FPOS TIM HORTONS #2131   FREDE,27
1058,2019-12-23,-30,-,POS Purchase           ,MURRAY'S IRVING          BEARD,5
1059,2019-12-24,-6.83,-,Miscellaneous Payment  ,PAYPAL                       ,25
1060,2019-12-27,-13.89,-,POS Purchase           ,FPOS MANCHU WOK RESTAURANFREDE,27
1061,2019-12-27,155,-,DEPOSIT                ,MB-EMAIL MONEY TRF,NULL
1062,2020-01-02,-370,-,Rent/Lease             ,SKYFALL                      ,6
1063,2020-01-03,147.5,-,Provincial Payment     ,CANADA                       ,18
1064,2020-01-06,-255.95,-,POS Purchase           ,OPOS 191.88 CODECADEMY   91728,NULL
1065,2020-01-06,-21.58,-,POS Purchase           ,WAL-MART #3032           FREDE,NULL
1066,2020-01-07,-4.01,-,POS Purchase           ,FPOS IRVING STATION #1170CHIPM,5
1067,2020-01-07,-61.89,-,POS Purchase           ,FPOS IRVING/BOAT CLUB    FREDE,5
1068,2020-01-09,-7.29,-,POS Purchase           ,FPOS MCDONALD'S #5483    FREDE,27
1069,2020-01-10,-13.09,-,POS Purchase           ,FPOS A&W MAIN STREET PLAZFREDE,27
1070,2020-01-10,1189,-,ABM Deposit,NULL,NULL
1071,2020-01-10,-4.99,-,POS Purchase           ,OPOS Spotify P0E2BD45D7  Stock,31
1072,2020-01-13,-50,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE,5
1073,2020-01-14,-24.82,-,POS Purchase           ,FPOS DAIRY SHOP/GISELE'S FREDE,27
1074,2020-01-15,-6.85,-,POS Purchase           ,FPOS TIM HORTONS #2131   FREDE,27
1075,2020-01-15,-11.6,-,POS Purchase           ,FPOS BURGER KING #20441  FREDE,27
1076,2020-01-17,-43.47,-,POS Purchase           ,SOBEYS 375               FREDE,8
1077,2020-01-18,-8.57,-,POS Purchase           ,FPOS TIM HORTONS # 945   FREDE,27
1078,2020-01-21,-100,-,ABM Withdrawal,NULL,NULL
1079,2020-01-21,-52.02,-,POS Purchase           ,WAL-MART #3032           FREDE,NULL
1080,2020-01-21,-16.2,-,POS Purchase           ,FPOS TACO BOYZ           FREDE,27
1081,2020-01-23,-13.1,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE,27
1082,2020-01-24,-6.81,-,Miscellaneous Payment  ,PAYPAL                       ,25
1083,2020-01-25,-16.41,-,POS Purchase           ,FPOS PITA PIT            FREDE,27
1084,2020-01-27,-8.04,-,POS Purchase           ,FPOS BURGER KING #23282  FREDE,27
1085,2020-01-27,-61.95,-,POS Purchase           ,FPOS IRVING/BOAT CLUB    FREDE,5
1086,2020-01-28,-13.2,-,POS Purchase           ,FPOS A&W #7218           FREDE,27
1087,2020-01-29,-25.49,-,POS Purchase           ,FPOS HANWELL ROAD IRVING HANWE,5
1088,2020-01-29,-8.05,-,POS Purchase           ,FPOS BURGER KING #20441  FREDE,27
1089,2020-01-29,-34.5,-,POS Purchase           ,FPOS MOFFITT'S CONVENIENCHARVE,NULL
1090,2020-01-30,-12.29,-,POS Purchase           ,SOBEYS 375               FREDE,8
1091,2020-01-30,-6.89,-,POS Purchase           ,FPOS DAIRY QUEEN #12176  FREDE,27
1092,2020-01-31,-471.42,-,POS Purchase           ,OPOS BELL ALIANT ONLINE #SAINT,10
1093,2020-02-03,-65,-,POS Purchase           ,FPOS MURRAY'S IRVING     BEARD,5
1094,2020-02-03,-4,-,POS Purchase           ,FPOS TIM HORTONS #2598   WOODS,27
1095,2020-02-03,-370,-,Rent/Lease             ,SKYFALL                      ,6
1096,2020-02-05,-12.49,-,POS Purchase           ,FPOS 9283 CARLETON CO-OP FLORE,NULL
1097,2020-02-10,-4.99,-,POS Purchase           ,OPOS Spotify P0E89649A6  Stock,31
1098,2020-02-11,-12.01,-,POS Purchase           ,FPOS MCDONALD'S #5483    FREDE,27
1099,2020-02-12,-180,-,ABM Withdrawal,NULL,NULL
1100,2020-02-12,-11.01,-,POS Purchase           ,FPOS DAIRY QUEEN #12079  FREDE,27
1101,2020-02-12,-71.63,-,POS Purchase           ,WALMARTSTORE#1067        FREDE,NULL
1102,2020-02-13,-100,-,Miscellaneous Payment  ,PAYPAL                       ,25
1103,2020-02-14,-6.85,-,POS Purchase           ,FPOS TIM HORTONS #0176   FREDE,27
1104,2020-02-14,-23.57,-,POS Purchase           ,FPOS SOBEYS #375         FREDE,8
1105,2020-02-15,-8.74,-,POS Purchase           ,FPOS BK #03282           FREDE,27
1106,2020-02-15,-51.1,-,POS Purchase           ,FPOS CLIFFE STREET GRAB NFREDE,5
1107,2020-02-17,-12.05,-,POS Purchase           ,FPOS CANADIAN TIRE #0035 FREDE,NULL
1108,2020-02-17,-11.1,-,POS Purchase           ,FPOS TIM HORTONS #0276   FREDE,27
1109,2020-02-18,-29.89,-,Miscellaneous Payment  ,PAYPAL                       ,25
1110,2020-02-18,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF,9
1111,2020-02-18,-100,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF,NULL
1112,2020-02-18,-8.82,-,POS Purchase           ,FPOS MCDONALD'S #29097   OROMO,27
1113,2020-02-19,-21.15,-,POS Purchase           ,DOMINO'S PIZZA #10902    FREDE,27
1114,2020-02-20,-21.24,-,POS Purchase           ,FPOS SOBEYS #849         FREDE,8
1115,2020-02-21,-36.79,-,Miscellaneous Payment  ,PAYPAL                       ,25
1116,2020-02-22,-9.68,-,POS Purchase           ,FPOS TIM HORTONS #1705   FREDE,27
1117,2020-02-24,-57.31,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE,5
1118,2020-02-24,-28.11,-,POS Purchase           ,WAL-MART #3032           FREDE,NULL
1119,2020-02-24,-8.94,-,POS Purchase           ,FPOS MCDONALD'S #29096   FREDE,27
1120,2020-02-25,-6.87,-,Miscellaneous Payment  ,PAYPAL                       ,25
1121,2020-02-26,-1.49,-,POS Purchase           ,FPOS ATLANTIC SUPERSTORE FREDE,NULL
1122,2020-02-29,-7.97,-,POS Purchase           ,FPOS TIM HORTONS #2131   FREDE,27
1123,2020-03-02,-11.65,-,POS Purchase           ,FPOS A&W MAIN STREET PLAZFREDE,27
1124,2020-03-02,-370,-,Rent/Lease             ,SKYFALL                      ,6
1125,2020-03-02,-179.77,-,Miscellaneous Payment  ,EnergieNB Power              ,7
1126,2020-03-03,-200,-,Miscellaneous Payment  ,EnergieNB Power              ,7
1127,2020-03-04,-55.53,-,POS Purchase           ,PIZZA HUT                FREDE,27
1128,2020-03-04,-4.44,-,POS Purchase           ,FPOS TIM HORTONS #2131   FREDE,27
1129,2020-03-07,-7.97,-,POS Purchase           ,FPOS TIM HORTONS #0276   FREDE,27
1130,2020-03-09,98,-,DEPOSIT                ,MB-EMAIL MONEY TRF,NULL
1131,2020-03-10,-4.99,-,POS Purchase           ,OPOS Spotify P0EE6E8930  Stock,31
1132,2020-03-11,-34.15,-,POS Purchase           ,FPOS SOBEYS #349         FREDE,8
1133,2020-03-12,-12.91,-,POS Purchase           ,RINGO'S BAR & GRILL      FREDE,27
1134,2020-03-12,-40.1,-,POS Purchase           ,FPOS IRVING/BOAT CLUB    FREDE,5
1135,2020-03-14,20,-,DEPOSIT                ,MB-EMAIL MONEY TRF,NULL
1136,2020-03-18,20,-,DEPOSIT                ,MB-EMAIL MONEY TRF,NULL
1137,2020-03-20,10,-,DEPOSIT                ,PC-EMAIL MONEY TRF,NULL
1138,2020-03-23,100,-,DEPOSIT                ,MB-EMAIL MONEY TRF,NULL
1139,2020-03-24,-7.5,-,Miscellaneous Payment  ,PAYPAL                       ,25
1140,2020-03-26,-8.04,-,POS Purchase           ,FPOS CANADIAN TIRE #0035 FREDE,NULL
1141,2020-03-26,-17.06,-,POS Purchase           ,FPOS SOBEYS #375         FREDE,8
1142,2020-03-28,2514,-,DEPOSIT                ,MB-DEP,NULL
1143,2020-04-01,-370,-,Rent/Lease             ,SKYFALL                      ,6
1144,2020-04-03,-270,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF,NULL
1145,2020-04-03,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF,9
1146,2020-04-03,-46.97,-,POS Purchase           ,OPOS PAPA JOHN'S PIZZA #1FREDE,27
1147,2020-04-03,147.5,-,Provincial Payment     ,CANADA                       ,18
1148,2020-04-09,290,-,GST                    ,CANADA                       ,18
1149,2020-04-09,-58.96,-,POS Purchase           ,FPOS IRVING/BOAT CLUB    FREDE,5
1150,2020-04-11,-4.99,-,POS Purchase           ,OPOS Spotify P0F4ACEEDB  Stock,31
1151,2020-04-11,-56.37,-,POS Purchase           ,OPOS PAPA JOHN'S PIZZA #1FREDE,27
1152,2020-04-16,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF,9
1153,2020-04-16,-18.96,-,POS Purchase           ,OPOS DOMINO'S PIZZA #1090FREDE,27
1154,2020-04-16,-140,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF,NULL
1155,2020-04-18,-122.57,-,POS Purchase           ,WAL-MART #1067           FREDE,NULL
1156,2020-04-18,-1,-,POS Purchase           ,OPOS BLD*Resume          85521,NULL
1157,2020-04-18,-1.95,-,POS Purchase           ,OPOS BLD*Resume          85521,NULL
1158,2020-04-24,-7.38,-,Miscellaneous Payment  ,PAYPAL                       ,25
1159,2020-04-24,-50,-,Miscellaneous Payment  ,PAYPAL                       ,25
1160,2020-04-27,-25.88,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE,27
1161,2020-04-29,460,-,DEPOSIT                ,MB-EMAIL MONEY TRF,NULL
1162,2020-04-29,100,-,DEPOSIT                ,MB-EMAIL MONEY TRF,NULL
1163,2020-05-01,-100,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF,NULL
1164,2020-05-01,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF,9
1165,2020-05-04,-4,-,POS Purchase           ,OPOS BLD*Resume          85521,NULL
1166,2020-05-04,-520.38,-,POS Purchase           ,OPOS BELL ALIANT ONLINE #SAINT,10
1167,2020-05-05,-519.83,-,Miscellaneous Payment  ,EnergieNB Power              ,7
1168,2020-05-11,-4.99,-,POS Purchase           ,OPOS Spotify P0FAEF62A7  Stock,31
1169,2020-05-13,-32.32,-,POS Purchase           ,FPOS 9283 CARLETON CO-OP FLORE,NULL
1170,2020-05-14,-10,-,Miscellaneous Payment  ,PAYPAL                       ,25
1171,2020-05-20,1250,-,Federal Payment        ,CANADA                       ,18
1172,2020-05-21,-467.5,27,Cheque                 ,NULL,21
1173,2020-05-22,-67.96,-,POS Purchase           ,FPOS SOBEYS #375         FREDE,8
1174,2020-05-25,-10.25,-,POS Purchase           ,FPOS TACO BOYZ           FREDE,27
1175,2020-05-26,-7.28,-,Miscellaneous Payment  ,PAYPAL                       ,25
1176,2020-06-03,-4,-,POS Purchase           ,OPOS BLD*Resume          85521,NULL
1177,2020-06-08,-467.5,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF,NULL
1178,2020-06-08,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF,9
1179,2020-06-10,-4.99,-,POS Purchase           ,OPOS Spotify P1016DF90E  Stock,31
1180,2020-06-11,362.5,-,DEPOSIT                ,MB-DEP,NULL
1181,2020-06-18,-29.99,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1182,2020-06-19,1250,-,Federal Payment        ,CANADA                       ,18
1183,2020-06-24,-7.06,-,Miscellaneous Payment  ,PAYPAL                       ,25
1184,2020-06-29,-50,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF,NULL
1185,2020-06-29,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF,9
1186,2020-06-30,-467.5,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF,NULL
1187,2020-06-30,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF,9
1188,2020-07-03,-4,-,POS Purchase           ,OPOS BLD*Resume          85521,NULL
1189,2020-07-03,149,-,Provincial Payment     ,CANADA                       ,18
1190,2020-07-06,-50,-,POS Purchase           ,MURRAY'S IRVING          BEARD,5
1191,2020-07-08,467.5,-,DEPOSIT                ,MB-EMAIL MONEY TRF,NULL
1192,2020-07-08,-6.66,-,POS Purchase           ,FPOS TIM HORTONS #2598   WOODS,27
1193,2020-07-09,-467.5,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF,NULL
1194,2020-07-09,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF,9
1195,2020-07-10,-4.99,-,POS Purchase           ,OPOS Spotify P107B0FD46  Stock,31
1196,2020-07-16,-43.19,-,POS Purchase           ,FPOS WATERVILLE IRVING 15WATER,5
1197,2020-07-17,-63.2,-,POS Purchase           ,OPOS PAPA JOHN'S PIZZA #1FREDE,27
1198,2020-07-17,-32.6,-,POS Purchase           ,FPOS MARITIME BUS        FREDE,NULL
1199,2020-07-17,42,-,DEPOSIT                ,MB-EMAIL MONEY TRF,NULL
1200,2020-07-23,-2.52,-,POS Purchase           ,FPOS TIM HORTONS #2598   WOODS,27
1201,2020-07-23,-2.02,-,POS Purchase           ,FPOS TIM HORTONS #2848   FREDE,27
1202,2020-07-24,-6.99,-,Miscellaneous Payment  ,PAYPAL                       ,25
1203,2020-07-24,63.2,-,Correction             ,3.80E+14,15
1204,2020-07-28,1250,-,Federal Payment        ,CANADA                       ,18
1205,2020-07-29,-1.37,-,POS Purchase           ,OPOS 1.00 WNBA LIVEACCESSPLAIN,NULL
1206,2020-07-30,-162,-,POS Purchase           ,OPOS SERVICE NB - ONLINE FREDE,5
1207,2020-08-03,-4,-,POS Purchase           ,OPOS SC* ONLINE PAYMENT  INTER,NULL
1208,2020-08-04,-467.5,29,Cheque                 ,NULL,21
1209,2020-08-05,-23.38,-,POS Purchase           ,OPOS 16.99 WNBA LIVEACCESPLAIN,NULL
1210,2020-08-05,1.37,-,Correction             ,5.80E+14,15
1211,2020-08-06,-90,-,POS Purchase           ,FPOS SNB - BRISTOL       FLORE,NULL
1212,2020-08-10,-4.99,-,POS Purchase           ,OPOS Spotify P10DB0D4BE  Stock,31
1213,2020-08-11,-32.42,-,Miscellaneous Payment  ,PAYPAL                       ,25
1214,2020-08-25,-6.86,-,Miscellaneous Payment  ,PAYPAL                       ,25
1215,2020-08-26,-28.74,-,Miscellaneous Payment  ,PAYPAL                       ,25
1216,2020-08-27,-7.5,-,Service Charge         ,NULL,9
1217,2020-08-27,-22.48,-,POS Purchase           ,FPOS CO-OP #9283         FLORE,NULL
1218,2020-08-27,-467.5,-,Debit Memo             ,DRAFT PURCHASE,NULL
1219,2020-08-29,-6.2,-,POS Purchase           ,DAIRY QUEEN #12192       WOODS,27
1220,2020-09-01,-32.55,-,POS Purchase           ,OPOS Amazon.ca           AMAZO,11
1221,2020-09-01,-477.5,-,Miscellaneous Payment  ,Colpitts Developments        ,NULL
1222,2020-09-02,-30,-,POS Purchase           ,FPOS IRVING/FLORENCEVILLEFLORE,5
1223,2020-09-03,23.38,-,DEPOSIT                ,MB-EMAIL MONEY TRF,NULL
1224,2020-09-03,-4,-,POS Purchase           ,OPOS SC* ONLINE PAYMENT  INTER,NULL
1225,2020-09-04,1250,-,Federal Payment        ,CANADA                       ,18
1226,2020-09-04,40,-,DEPOSIT                ,MB-EMAIL MONEY TRF,NULL
1227,2020-09-05,-20,-,POS Purchase           ,CIRCLE K / IRVING #201   WAASI,5
1228,2020-09-08,-7.69,-,POS Purchase           ,FPOS MCDONALD'S #6659   QGRAND,27
1229,2020-09-10,-4.99,-,POS Purchase           ,OPOS Spotify P1141E5D3C  Stock,31
1230,2020-09-15,-4.99,-,Debit Memo             ,ADJUSTMENT OTHER,NULL
1231,2020-09-17,4.99,-,Correction             ,4.60E+14,15
1232,2020-09-22,-47.79,-,POS Purchase           ,FPOS MARK'S THE SPOT     BEECH,NULL
1233,2020-09-24,-6.91,-,Miscellaneous Payment  ,PAYPAL                       ,25
1234,2020-09-28,-84.39,-,Miscellaneous Payment  ,PAYPAL                       ,25
1235,2020-10-01,-477.5,31,Cheque                 ,NULL,21
1236,2020-10-03,-4,-,POS Purchase           ,OPOS CV-Resume           85521,NULL
1237,2020-10-05,149,-,Provincial Payment     ,CANADA                       ,18
1238,2020-10-09,-129.88,-,POS Purchase           ,WALMART STORE #3032      FREDE,NULL
1239,2020-10-10,-9.99,-,POS Purchase           ,OPOS Spotify P11ADFDDFA  Stock,31
1240,2020-10-13,-60,-,POS Purchase           ,FPOS MARK'S THE SPOT     BEECH,NULL
1241,2020-10-16,-11.83,-,Miscellaneous Payment  ,PAYPAL                       ,25
1242,2020-10-20,-44.99,-,POS Purchase           ,FPOS CNB #018            PERTH,23
1243,2020-10-26,-60,-,POS Purchase           ,FPOS MARK'S THE SPOT     BEECH,5
1244,2020-10-26,-6.83,-,Miscellaneous Payment  ,PAYPAL                       ,25
1245,2020-11-02,-477.5,32,Cheque                 ,NULL,21
1246,2020-11-02,-643.8,-,Miscellaneous Payment  ,NSLSC                        ,29
1247,2020-11-03,-4,-,POS Purchase           ,OPOS SC* ONLINE PAYMENT  INTER,NULL
1248,2020-11-09,-59.3,-,POS Purchase           ,MARK'S THE SPOT          BEECH,5
1249,2020-11-10,-47.99,-,POS Purchase           ,FPOS CNB #018            PERTH,23
1250,2020-11-10,-9.99,-,POS Purchase           ,OPOS Spotify P1218E1D37  Stock,31
1251,2020-11-12,-57.24,-,POS Purchase           ,FPOS BRENNAN HOME HARDWARFLORE,NULL
1252,2020-11-13,-34.44,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
1253,2020-11-16,-2.22,-,POS Purchase           ,FPOS TIM HORTONS #2598   WOODS,27
1254,2020-11-16,-11.48,-,POS Purchase           ,FPOS DAIRY QUEEN #12176  FREDE,27
1255,2020-11-25,-56.96,-,Miscellaneous Payment  ,PAYPAL                       ,25
1256,2020-11-25,-2.89,-,Miscellaneous Payment  ,PAYPAL                       ,25
1257,2020-11-25,-6.82,-,Miscellaneous Payment  ,PAYPAL                       ,25
1258,2020-11-27,1000,-,DEPOSIT                ,NULL,NULL
1259,2020-11-30,-605,-,WITHDRAWAL             ,FREE INTERAC E-TRANSFER,NULL
1260,2020-11-30,-37.36,-,Miscellaneous Payment  ,PAYPAL                       ,25
1261,2020-11-30,-643.8,-,Miscellaneous Payment  ,NSLSC                        ,29
1262,2020-11-30,-100,-,WITHDRAWAL             ,FREE INTERAC E-TRANSFER,NULL
1263,2020-12-01,-477.5,33,Cheque                 ,NULL,21
1264,2020-12-03,-3.24,-,POS Purchase           ,FPOS FLORENCEVILLE ESSO  WEST ,NULL
1265,2020-12-10,250,-,ABM Deposit,NULL,NULL
1266,2020-12-11,-57.91,-,POS Purchase           ,GIANT TIGER #118         GRAND,NULL
1267,2020-12-16,500,-,ABM Deposit,NULL,NULL
1268,2020-12-21,-70,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
1269,2020-12-24,285,-,Accounts Payable       ,UNIVERSITY OF NEW BRUNSWICK  ,NULL
1270,2020-12-24,-6.74,-,Miscellaneous Payment  ,PAYPAL                       ,25
1271,2020-12-24,-5.49,-,Miscellaneous Payment  ,PAYPAL                       ,25
1272,2020-12-29,125.98,-,Correction             ,CORRECTION                    ,15
1273,2020-12-29,-48.54,-,POS Purchase           ,OPOS MARKS.COM/LEQUIPEUR.86680,NULL
1274,2020-12-29,-29.19,-,Miscellaneous Payment  ,PAYPAL                       ,25
1275,2020-12-29,-125.98,-,POS Purchase           ,OPOS MARKS.COM/LEQUIPEUR.86680,NULL
1276,2020-12-30,-28.31,-,POS Purchase           ,OPOS MARKS.COM/LEQUIPEUR.86680,NULL
1277,2020-12-30,-49.13,-,POS Purchase           ,OPOS MARKS.COM/LEQUIPEUR.86680,NULL
1278,2020-12-31,-16.09,-,Miscellaneous Payment  ,PAYPAL                       ,25
1279,2020-12-31,-15.95,-,Service Charge         ,MONTHLY FEES,9
1280,2020-12-31,-7.69,-,Miscellaneous Payment  ,PAYPAL                       ,25
1281,2021-01-04,-477.5,34,Cheque                 ,NULL,21
1282,2021-01-05,-38.88,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1283,2021-01-05,-16.84,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1284,2021-01-05,16.84,-,DEPOSIT                ,INTERAC E-TRANSFER,NULL
1285,2021-01-05,-251.75,-,POS Purchase           ,OPOS 191.88 CODECADEMY   +1844,NULL
1286,2021-01-05,-50,-,POS Purchase           ,FPOS CNB #018            PERTH,23
1287,2021-01-05,149,-,Provincial Payment     ,CANADA                       ,18
1288,2021-01-07,-55.01,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
1289,2021-01-08,-5.51,-,POS Purchase           ,FPOS SMITH DRUGS         FLORE,NULL
1290,2021-01-13,-50,-,WITHDRAWAL             ,FREE INTERAC E-TRANSFER,NULL
1291,2021-01-14,602.3,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1292,2021-01-15,-10.91,-,Miscellaneous Payment  ,PAYPAL                       ,25
1293,2021-01-15,-20.27,-,Miscellaneous Payment  ,PAYPAL                       ,25
1294,2021-01-15,-62.15,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1295,2021-01-18,-41.41,-,POS Purchase           ,FPOS RAYNER'S AUTOMOTIVE FLORE,30
1296,2021-01-21,602.3,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1297,2021-01-22,-55,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
1298,2021-01-25,-85.99,-,POS Purchase           ,FPOS CNB #018            PERTH,23
1299,2021-01-26,-6.64,-,Miscellaneous Payment  ,PAYPAL                       ,25
1300,2021-01-28,602.3,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1301,2021-01-29,-60,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1302,2021-01-30,-15.95,-,Service Charge         ,MONTHLY FEES,9
1303,2021-02-01,-477.5,35,Cheque                 ,NULL,21
1304,2021-02-01,-4.6,-,POS Purchase           ,FPOS GCDS625 BRISTOL     BRIST,NULL
1305,2021-02-04,602.3,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1306,2021-02-05,-5.74,-,POS Purchase           ,OPOS PrimeVideo.ca       www.a,NULL
1307,2021-02-05,-65.43,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
1308,2021-02-09,-89.99,-,Miscellaneous Payment  ,PAYPAL                       ,25
1309,2021-02-11,602.3,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1310,2021-02-12,-60,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
1311,2021-02-12,-19.73,-,WITHDRAWAL             ,FREE INTERAC E-TRANSFER,NULL
1312,2021-02-12,-98.9,-,POS Purchase           ,FPOS WALMART STORE #3032 FREDE,NULL
1313,2021-02-12,-175.93,-,POS Purchase           ,WALMART STORE #3032      FREDE,NULL
1314,2021-02-12,-89.98,-,POS Purchase           ,CNB #016                 FREDE,23
1315,2021-02-13,-55.28,-,POS Purchase           ,TINA'S KITCHEN           HARTL,27
1316,2021-02-17,-71.73,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
1317,2021-02-18,602.3,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1318,2021-02-24,-6.59,-,Miscellaneous Payment  ,PAYPAL                       ,25
1319,2021-02-25,602.3,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1320,2021-02-26,-72.55,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
1321,2021-02-26,-5.51,-,POS Purchase           ,FPOS SMITH DRUGS         FLORE,NULL
1322,2021-02-26,-150,-,WITHDRAWAL             ,FREE INTERAC E-TRANSFER,NULL
1323,2021-02-27,-15.95,-,Service Charge         ,MONTHLY FEES,9
1324,2021-02-27,-11.44,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1325,2021-03-01,-477.5,36,Cheque                 ,NULL,21
1326,2021-03-02,-10.54,-,POS Purchase           ,FPOS MARK'S THE SPOT     BEECH,NULL
1327,2021-03-02,-5.07,-,Miscellaneous Payment  ,PAYPAL                       ,25
1328,2021-03-03,-79.42,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1329,2021-03-04,-4.38,-,POS Purchase           ,CENTREVILLE VALUFOODS    CENTR,8
1330,2021-03-04,602.3,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1331,2021-03-05,-10.98,-,POS Purchase           ,DINER DOWN UNDER         BATH ,27
1332,2021-03-11,602.3,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1333,2021-03-11,-11.61,-,POS Purchase           ,FPOS TIM HORTONS #2853   BRIST,27
1334,2021-03-12,-25.49,-,POS Purchase           ,FPOS PETRO-CANADA        LAKE ,5
1335,2021-03-12,-55,-,POS Purchase           ,FPOS FLORENCEVILLE IRVINGWEST ,5
1336,2021-03-13,-35,-,POS Purchase           ,FPOS WATERVILLE IRVING 15WATER,5
1337,2021-03-13,-7.69,-,POS Purchase           ,FPOS Subway              Water,27
1338,2021-03-13,-1.46,-,POS Purchase           ,FPOS DAIRY QUEEN #12192  WOODS,27
1339,2021-03-15,-10.09,-,POS Purchase           ,FPOS MARK'S THE SPOT     BEECH,27
1340,2021-03-15,-26.99,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1341,2021-03-17,-25,-,WITHDRAWAL             ,FREE INTERAC E-TRANSFER,NULL
1342,2021-03-18,-29.89,-,Miscellaneous Payment  ,PAYPAL                       ,25
1343,2021-03-18,602.3,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1344,2021-03-19,-70,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1345,2021-03-19,-250,-,WITHDRAWAL             ,FREE INTERAC E-TRANSFER,NULL
1346,2021-03-20,-93.46,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1347,2021-03-20,-47.96,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1348,2021-03-22,-59.99,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1349,2021-03-24,-6.53,-,Miscellaneous Payment  ,PAYPAL                       ,25
1350,2021-03-25,-33.51,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1351,2021-03-25,-28.97,-,POS Purchase           ,OPOS Amazon.ca           AMAZO,11
1352,2021-03-25,-28.99,-,POS Purchase           ,OPOS AMZN Mktp CA*K09SB8DWWW.A,11
1353,2021-03-25,-28.99,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1354,2021-03-25,141.97,-,Correction             ,OPOS AMZN Mktp CA*K09SB8DWWW.A,11
1355,2021-03-25,-112.98,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1356,2021-03-25,-141.97,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1357,2021-03-25,602.3,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1358,2021-03-25,-180.43,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
1359,2021-03-26,-55.01,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1360,2021-03-31,-110.99,-,POS Purchase,CNB #018                 PERTH ANDOVNBCA,23
1361,2021-03-31,-49.99,-,POS Purchase,FPOS CNB #018            PERTH ANDOVNBCA,23
1362,2021-04-01,-55,-,POS Purchase           ,FLORENCEVILLE IRVING     WEST ,5
1363,2021-04-01,602.3,-,Payroll Deposit        ,BWS MANUFACTURING LTD        ,17
1364,2021-04-01,-477.5,37,Cheque                 ,NULL,21
